Country1,Continent1,Country2,Continent2,Year,Value
United States,North America,United States,North America,2008,0
United States,North America,Canada,North America,2008,116921387
United States,North America,Mexico,North America,2008,9698939
United States,North America,Brazil,South America,2008,4248208
United States,North America,Argentina,South America,2008,2050121
United States,North America,United Kingdom,Europe,2008,30819652
United States,North America,Netherlands,Europe,2008,2490290
United States,North America,Belgium,Europe,2008,21193266
United States,North America,France,Europe,2008,6736965
United States,North America,Switzerland,Europe,2008,3315154
United States,North America,Spain,Europe,2008,17394412
United States,North America,Portugal,Europe,2008,2105023
United States,North America,Germany,Europe,2008,18610173
United States,North America,Poland,Europe,2008,2088756
United States,North America,Austria,Europe,2008,1557515
United States,North America,Hungary,Europe,2008,420624
United States,North America,Czech Republic,Europe,2008,1431746
United States,North America,Slovakia,Europe,2008,173256
United States,North America,Italy,Europe,2008,12478937
United States,North America,Croatia,Europe,2008,319394
United States,North America,Serbia,Europe,2008,109489
United States,North America,Bosnia,Europe,2008,0
United States,North America,Greece,Europe,2008,849843
United States,North America,Bulgaria,Europe,2008,1375319
United States,North America,Romania,Europe,2008,522656
United States,North America,Russia,Asia,2008,1064941
United States,North America,Ukraine,Europe,2008,1516026
United States,North America,Finland,Europe,2008,3647782
United States,North America,Sweden,Europe,2008,3479426
United States,North America,Norway,Europe,2008,5340164
United States,North America,Denmark,Europe,2008,8302702
United States,North America,South Africa,Africa,2008,2595571
United States,North America,Turkey,Asia,2008,3374398
United States,North America,Iraq,Asia,2008,22133508
United States,North America,Lebanon,Asia,2008,7379287
United States,North America,Israel,Asia,2008,28894394
United States,North America,Taiwan,Asia,2008,6434130
United States,North America,South Korea,Asia,2008,18018920
United States,North America,Japan,Asia,2008,16506839
United States,North America,India,Asia,2008,1753745
United States,North America,Pakistan,Asia,2008,908039
United States,North America,Thailand,Asia,2008,27408106
United States,North America,Singapore,Asia,2008,2080265
United States,North America,Philippines,Asia,2008,6356420
United States,North America,Indonesia,Asia,2008,802348
United States,North America,Australia,Oceania,2008,44948388
United States,North America,Cyprus,Europe,2008,65075
United States,North America,China,Asia,2008,238549
United States,North America,Ivory Coast,Africa,2008,22
United States,North America,Iran,Asia,2008,0
Canada,North America,United States,North America,2008,55109041
Canada,North America,Canada,North America,2008,97439
Canada,North America,Mexico,North America,2008,859
Canada,North America,Brazil,South America,2008,71927
Canada,North America,Argentina,South America,2008,78132
Canada,North America,United Kingdom,Europe,2008,11580875
Canada,North America,Netherlands,Europe,2008,290438
Canada,North America,Belgium,Europe,2008,205909
