Country1,Continent1,Country2,Continent2,Year,Value
United States,North America,United States,North America,2005,0
United States,North America,Canada,North America,2005,61003993
United States,North America,Mexico,North America,2005,6762892
United States,North America,Brazil,South America,2005,1610018
United States,North America,Argentina,South America,2005,1541069
United States,North America,United Kingdom,Europe,2005,13093641
United States,North America,Netherlands,Europe,2005,16634926
United States,North America,Belgium,Europe,2005,11272328
United States,North America,France,Europe,2005,4040686
United States,North America,Switzerland,Europe,2005,1055087
United States,North America,Spain,Europe,2005,3490627
United States,North America,Portugal,Europe,2005,1180708
United States,North America,Germany,Europe,2005,14798221
United States,North America,Poland,Europe,2005,1076574
United States,North America,Austria,Europe,2005,1301591
United States,North America,Hungary,Europe,2005,218753
United States,North America,Czech Republic,Europe,2005,1062121
United States,North America,Slovakia,Europe,2005,83717
United States,North America,Italy,Europe,2005,7977147
United States,North America,Croatia,Europe,2005,78239
United States,North America,Serbia,Europe,2005,20367
United States,North America,Bosnia,Europe,2005,10796
United States,North America,Greece,Europe,2005,2599607
United States,North America,Bulgaria,Europe,2005,156031
United States,North America,Romania,Europe,2005,74347
United States,North America,Russia,Asia,2005,203593
United States,North America,Ukraine,Europe,2005,232111
United States,North America,Finland,Europe,2005,2111644
United States,North America,Sweden,Europe,2005,1344643
United States,North America,Norway,Europe,2005,3310962
United States,North America,Denmark,Europe,2005,2109731
United States,North America,South Africa,Africa,2005,929508
United States,North America,Turkey,Asia,2005,3737915
United States,North America,Iraq,Asia,2005,1452939
United States,North America,Lebanon,Asia,2005,621011
United States,North America,Israel,Asia,2005,31123738
United States,North America,Taiwan,Asia,2005,4642335
United States,North America,South Korea,Asia,2005,3254245
United States,North America,Japan,Asia,2005,7401733
United States,North America,India,Asia,2005,27389
United States,North America,Pakistan,Asia,2005,27311
United States,North America,Thailand,Asia,2005,9176314
United States,North America,Singapore,Asia,2005,1224822
United States,North America,Philippines,Asia,2005,3564863
United States,North America,Indonesia,Asia,2005,71270
United States,North America,Australia,Oceania,2005,20675805
United States,North America,Cyprus,Europe,2005,3523
United States,North America,China,Asia,2005,649018
United States,North America,Ivory Coast,Africa,2005,75123
United States,North America,Iran,Asia,2005,0
Canada,North America,United States,North America,2005,46763086
Canada,North America,Canada,North America,2005,32756
Canada,North America,Mexico,North America,2005,71191
Canada,North America,Brazil,South America,2005,0
Canada,North America,Argentina,South America,2005,7215
Canada,North America,United Kingdom,Europe,2005,546491
Canada,North America,Netherlands,Europe,2005,3206026
Canada,North America,Belgium,Europe,2005,1162996
Canada,North America,France,Europe,2005,5985814
Canada,North America,Switzerland,Europe,2005,163751
Canada,North America,Spain,Europe,2005,58764
Canada,North America,Portugal,Europe,2005,10164
Canada,North America,Germany,Europe,2005,820798
Canada,North America,Poland,Europe,2005,137092
Canada,North America,Austria,Europe,2005,25296
Canada,North America,Hungary,Europe,2005,31824
Canada,North America,Czech Republic,Europe,2005,153884
Canada,North America,Slovakia,Europe,2005,7408
Canada,North America,Italy,Europe,2005,658225
Canada,North America,Croatia,Europe,2005,4538
Canada,North America,Serbia,Europe,2005,16851
Canada,North America,Bosnia,Europe,2005,0
Canada,North America,Greece,Europe,2005,21428
Canada,North America,Bulgaria,Europe,2005,51658
Canada,North America,Romania,Europe,2005,6981
Canada,North America,Russia,Asia,2005,3126
Canada,North America,Ukraine,Europe,2005,0
Canada,North America,Finland,Europe,2005,131664
Canada,North America,Sweden,Europe,2005,149792
