Country1,Continent1,Country2,Continent2,Year,Value
United States,North America,United States,North America,1993,0
United States,North America,Canada,North America,1993,59393072
United States,North America,Mexico,North America,1993,3741898
United States,North America,Brazil,South America,1993,932677
United States,North America,Argentina,South America,1993,4253292
United States,North America,United Kingdom,Europe,1993,7114828
United States,North America,Netherlands,Europe,1993,984138
United States,North America,Belgium,Europe,1993,17563235
United States,North America,France,Europe,1993,13226808
United States,North America,Switzerland,Europe,1993,3078463
United States,North America,Spain,Europe,1993,16549178
United States,North America,Portugal,Europe,1993,701065
United States,North America,Germany,Europe,1993,26721524
United States,North America,Poland,Europe,1993,128130
United States,North America,Austria,Europe,1993,2541056
United States,North America,Hungary,Europe,1993,0
United States,North America,Czech Republic,Europe,1993,406662
United States,North America,Slovakia,Europe,1993,0
United States,North America,Italy,Europe,1993,3601803
United States,North America,Croatia,Europe,1993,0
United States,North America,Serbia,Europe,1993,0
United States,North America,Bosnia,Europe,1993,0
United States,North America,Greece,Europe,1993,20701192
United States,North America,Bulgaria,Europe,1993,205468
United States,North America,Romania,Europe,1993,0
United States,North America,Russia,Asia,1993,944511
United States,North America,Ukraine,Europe,1993,0
United States,North America,Finland,Europe,1993,1337488
United States,North America,Sweden,Europe,1993,1113643
United States,North America,Norway,Europe,1993,3128065
United States,North America,Denmark,Europe,1993,958206
United States,North America,South Africa,Africa,1993,575001
United States,North America,Turkey,Asia,1993,27486679
United States,North America,Israel,Asia,1993,4781320
United States,North America,United Arab Emirates,Asia,1993,2145751
United States,North America,Taiwan,Asia,1993,24333924
United States,North America,South Korea,Asia,1993,5484147
United States,North America,Japan,Asia,1993,3272804
United States,North America,India,Asia,1993,9095
United States,North America,Pakistan,Asia,1993,597914
United States,North America,Thailand,Asia,1993,20528454
United States,North America,Malaysia,Asia,1993,520262
United States,North America,Singapore,Asia,1993,1148346
United States,North America,Philippines,Asia,1993,3760306
United States,North America,Indonesia,Asia,1993,740192
United States,North America,Australia,Oceania,1993,17994297
United States,North America,Cyprus,Europe,1993,100503
United States,North America,China,Asia,1993,284624
United States,North America,Ivory Coast,Africa,1993,0
United States,North America,Congo,Africa,1993,0
Canada,North America,United States,North America,1993,8082904
Canada,North America,Canada,North America,1993,0
Canada,North America,Mexico,North America,1993,0
Canada,North America,Brazil,South America,1993,0
Canada,North America,Argentina,South America,1993,76985
Canada,North America,United Kingdom,Europe,1993,194922
Canada,North America,Netherlands,Europe,1993,32564
Canada,North America,Belgium,Europe,1993,153356
Canada,North America,France,Europe,1993,418191
Canada,North America,Switzerland,Europe,1993,90618
Canada,North America,Spain,Europe,1993,13387
Canada,North America,Portugal,Europe,1993,0
Canada,North America,Germany,Europe,1993,811028
Canada,North America,Poland,Europe,1993,0
Canada,North America,Austria,Europe,1993,270189
Canada,North America,Hungary,Europe,1993,0
Canada,North America,Czech Republic,Europe,1993,41432
Canada,North America,Slovakia,Europe,1993,0
Canada,North America,Italy,Europe,1993,61654
Canada,North America,Croatia,Europe,1993,0
Canada,North America,Serbia,Europe,1993,5419
Canada,North America,Bosnia,Europe,1993,0
Canada,North America,Greece,Europe,1993,28741
Canada,North America,Bulgaria,Europe,1993,91169
Canada,North America,Romania,Europe,1993,0
Canada,North America,Russia,Asia,1993,186366
Canada,North America,Ukraine,Europe,1993,130790
Canada,North America,Finland,Europe,1993,32031
Canada,North America,Sweden,Europe,1993,1076475
Canada,North America,Norway,Europe,1993,1327435
Canada,North America,Denmark,Europe,1993,4844664
Canada,North America,South Africa,Africa,1993,28861
Canada,North America,Turkey,Asia,1993,15290
Canada,North America,Israel,Asia,1993,7323
Canada,North America,United Arab Emirates,Asia,1993,273644
Canada,North America,Taiwan,Asia,1993,0
Canada,North America,South Korea,Asia,1993,231402
Canada,North America,Japan,Asia,1993,8018
Canada,North America,India,Asia,1993,6873
Canada,North America,Pakistan,Asia,1993,0
Canada,North America,Thailand,Asia,1993,18817
Canada,North America,Malaysia,Asia,1993,14094
Canada,North America,Singapore,Asia,1993,4385
Canada,North America,Philippines,Asia,1993,0
Canada,North America,Indonesia,Asia,1993,0
Canada,North America,Australia,Oceania,1993,246259
Canada,North America,Cyprus,Europe,1993,3484
Canada,North America,China,Asia,1993,0
Canada,North America,Ivory Coast,Africa,1993,0
Canada,North America,Congo,Africa,1993,0
Mexico,North America,United States,North America,1993,765175
Mexico,North America,Canada,North America,1993,2497
Mexico,North America,Mexico,North America,1993,0
Mexico,North America,Brazil,South America,1993,0
Mexico,North America,Argentina,South America,1993,235328
Mexico,North America,United Kingdom,Europe,1993,62261
Mexico,North America,Netherlands,Europe,1993,0
Mexico,North America,Belgium,Europe,1993,0
Mexico,North America,France,Europe,1993,0
Mexico,North America,Switzerland,Europe,1993,0
Mexico,North America,Spain,Europe,1993,0
Mexico,North America,Portugal,Europe,1993,0
Mexico,North America,Germany,Europe,1993,0
Mexico,North America,Poland,Europe,1993,0
Mexico,North America,Austria,Europe,1993,0
Mexico,North America,Hungary,Europe,1993,0
Mexico,North America,Czech Republic,Europe,1993,0
Mexico,North America,Slovakia,Europe,1993,0
Mexico,North America,Italy,Europe,1993,1447
Mexico,North America,Croatia,Europe,1993,0
Mexico,North America,Serbia,Europe,1993,0
Mexico,North America,Bosnia,Europe,1993,0
Mexico,North America,Greece,Europe,1993,0
Mexico,North America,Bulgaria,Europe,1993,0
Mexico,North America,Romania,Europe,1993,0
Mexico,North America,Russia,Asia,1993,0
Mexico,North America,Ukraine,Europe,1993,0
Mexico,North America,Finland,Europe,1993,0
Mexico,North America,Sweden,Europe,1993,0
Mexico,North America,Norway,Europe,1993,0
Mexico,North America,Denmark,Europe,1993,0
Mexico,North America,South Africa,Africa,1993,0
Mexico,North America,Turkey,Asia,1993,0
Mexico,North America,Israel,Asia,1993,0
Mexico,North America,United Arab Emirates,Asia,1993,0
Mexico,North America,Taiwan,Asia,1993,0
Mexico,North America,South Korea,Asia,1993,0
Mexico,North America,Japan,Asia,1993,0
Mexico,North America,India,Asia,1993,0
Mexico,North America,Pakistan,Asia,1993,0
Mexico,North America,Thailand,Asia,1993,2468
Mexico,North America,Malaysia,Asia,1993,0
Mexico,North America,Singapore,Asia,1993,0
Mexico,North America,Philippines,Asia,1993,0
Mexico,North America,Indonesia,Asia,1993,0
Mexico,North America,Australia,Oceania,1993,0
Mexico,North America,Cyprus,Europe,1993,0
Mexico,North America,China,Asia,1993,0
Mexico,North America,Ivory Coast,Africa,1993,0
Mexico,North America,Congo,Africa,1993,0
Brazil,South America,United States,North America,1993,56753939
Brazil,South America,Canada,North America,1993,411118
Brazil,South America,Mexico,North America,1993,448653
Brazil,South America,Brazil,South America,1993,0
Brazil,South America,Argentina,South America,1993,6978279
Brazil,South America,United Kingdom,Europe,1993,1295501
Brazil,South America,Netherlands,Europe,1993,119864
Brazil,South America,Belgium,Europe,1993,119392
Brazil,South America,France,Europe,1993,1822537
Brazil,South America,Switzerland,Europe,1993,1405812
Brazil,South America,Spain,Europe,1993,308469
Brazil,South America,Portugal,Europe,1993,788948
Brazil,South America,Germany,Europe,1993,4233657
Brazil,South America,Poland,Europe,1993,0
Brazil,South America,Austria,Europe,1993,2162419
Brazil,South America,Hungary,Europe,1993,0
Brazil,South America,Czech Republic,Europe,1993,7145
Brazil,South America,Slovakia,Europe,1993,0
Brazil,South America,Italy,Europe,1993,48525
Brazil,South America,Croatia,Europe,1993,0
Brazil,South America,Serbia,Europe,1993,0
Brazil,South America,Bosnia,Europe,1993,0
Brazil,South America,Greece,Europe,1993,363233
Brazil,South America,Bulgaria,Europe,1993,0
Brazil,South America,Romania,Europe,1993,0
Brazil,South America,Russia,Asia,1993,243976
Brazil,South America,Ukraine,Europe,1993,0
Brazil,South America,Finland,Europe,1993,247653
Brazil,South America,Sweden,Europe,1993,17475
Brazil,South America,Norway,Europe,1993,889096
Brazil,South America,Denmark,Europe,1993,23034
Brazil,South America,South Africa,Africa,1993,3806262
Brazil,South America,Turkey,Asia,1993,318891
Brazil,South America,Israel,Asia,1993,0
Brazil,South America,United Arab Emirates,Asia,1993,0
Brazil,South America,Taiwan,Asia,1993,0
Brazil,South America,South Korea,Asia,1993,1132951
Brazil,South America,Japan,Asia,1993,0
Brazil,South America,India,Asia,1993,0
Brazil,South America,Pakistan,Asia,1993,16287
Brazil,South America,Thailand,Asia,1993,1865345
Brazil,South America,Malaysia,Asia,1993,236071
Brazil,South America,Singapore,Asia,1993,762278
Brazil,South America,Philippines,Asia,1993,32866
Brazil,South America,Indonesia,Asia,1993,0
Brazil,South America,Australia,Oceania,1993,163048
Brazil,South America,Cyprus,Europe,1993,156492
Brazil,South America,China,Asia,1993,0
Brazil,South America,Ivory Coast,Africa,1993,0
Brazil,South America,Congo,Africa,1993,0
Argentina,South America,United States,North America,1993,3767383
Argentina,South America,Canada,North America,1993,345013
Argentina,South America,Mexico,North America,1993,0
Argentina,South America,Brazil,South America,1993,279574
Argentina,South America,Argentina,South America,1993,0
Argentina,South America,United Kingdom,Europe,1993,0
Argentina,South America,Netherlands,Europe,1993,0
Argentina,South America,Belgium,Europe,1993,0
Argentina,South America,France,Europe,1993,58089
Argentina,South America,Switzerland,Europe,1993,0
Argentina,South America,Spain,Europe,1993,2906
Argentina,South America,Portugal,Europe,1993,0
Argentina,South America,Germany,Europe,1993,54365
Argentina,South America,Poland,Europe,1993,0
Argentina,South America,Austria,Europe,1993,0
Argentina,South America,Hungary,Europe,1993,0
Argentina,South America,Czech Republic,Europe,1993,0
Argentina,South America,Slovakia,Europe,1993,0
Argentina,South America,Italy,Europe,1993,38636
Argentina,South America,Croatia,Europe,1993,0
Argentina,South America,Serbia,Europe,1993,0
Argentina,South America,Bosnia,Europe,1993,0
Argentina,South America,Greece,Europe,1993,0
Argentina,South America,Bulgaria,Europe,1993,0
Argentina,South America,Romania,Europe,1993,0
Argentina,South America,Russia,Asia,1993,0
Argentina,South America,Ukraine,Europe,1993,0
Argentina,South America,Finland,Europe,1993,3152
Argentina,South America,Sweden,Europe,1993,0
Argentina,South America,Norway,Europe,1993,0
Argentina,South America,Denmark,Europe,1993,0
Argentina,South America,South Africa,Africa,1993,169240
Argentina,South America,Turkey,Asia,1993,0
Argentina,South America,Israel,Asia,1993,0
Argentina,South America,United Arab Emirates,Asia,1993,0
Argentina,South America,Taiwan,Asia,1993,0
Argentina,South America,South Korea,Asia,1993,0
Argentina,South America,Japan,Asia,1993,0
Argentina,South America,India,Asia,1993,0
Argentina,South America,Pakistan,Asia,1993,0
Argentina,South America,Thailand,Asia,1993,0
Argentina,South America,Malaysia,Asia,1993,0
Argentina,South America,Singapore,Asia,1993,0
Argentina,South America,Philippines,Asia,1993,19998
Argentina,South America,Indonesia,Asia,1993,0
Argentina,South America,Australia,Oceania,1993,0
Argentina,South America,Cyprus,Europe,1993,0
Argentina,South America,China,Asia,1993,0
Argentina,South America,Ivory Coast,Africa,1993,0
Argentina,South America,Congo,Africa,1993,0
United Kingdom,Europe,United States,North America,1993,4920217
United Kingdom,Europe,Canada,North America,1993,762306
United Kingdom,Europe,Mexico,North America,1993,34779
United Kingdom,Europe,Brazil,South America,1993,113978
United Kingdom,Europe,Argentina,South America,1993,138204
United Kingdom,Europe,United Kingdom,Europe,1993,0
United Kingdom,Europe,Netherlands,Europe,1993,3715163
United Kingdom,Europe,Belgium,Europe,1993,1300333
United Kingdom,Europe,France,Europe,1993,1268563
United Kingdom,Europe,Switzerland,Europe,1993,3010746
United Kingdom,Europe,Spain,Europe,1993,174436
United Kingdom,Europe,Portugal,Europe,1993,241420
United Kingdom,Europe,Germany,Europe,1993,2736578
United Kingdom,Europe,Poland,Europe,1993,0
United Kingdom,Europe,Austria,Europe,1993,1079650
United Kingdom,Europe,Hungary,Europe,1993,9405
United Kingdom,Europe,Czech Republic,Europe,1993,74029
United Kingdom,Europe,Slovakia,Europe,1993,0
United Kingdom,Europe,Italy,Europe,1993,356305
United Kingdom,Europe,Croatia,Europe,1993,1847
United Kingdom,Europe,Serbia,Europe,1993,0
United Kingdom,Europe,Bosnia,Europe,1993,0
United Kingdom,Europe,Greece,Europe,1993,227574
United Kingdom,Europe,Bulgaria,Europe,1993,0
United Kingdom,Europe,Romania,Europe,1993,0
United Kingdom,Europe,Russia,Asia,1993,32606
United Kingdom,Europe,Ukraine,Europe,1993,0
United Kingdom,Europe,Finland,Europe,1993,383437
United Kingdom,Europe,Sweden,Europe,1993,1058042
United Kingdom,Europe,Norway,Europe,1993,1305343
United Kingdom,Europe,Denmark,Europe,1993,1034674
United Kingdom,Europe,South Africa,Africa,1993,548982
United Kingdom,Europe,Turkey,Asia,1993,1695402
United Kingdom,Europe,Israel,Asia,1993,89057
United Kingdom,Europe,United Arab Emirates,Asia,1993,2741864
United Kingdom,Europe,Taiwan,Asia,1993,55707
United Kingdom,Europe,South Korea,Asia,1993,1020199
United Kingdom,Europe,Japan,Asia,1993,1396998
United Kingdom,Europe,India,Asia,1993,43573
United Kingdom,Europe,Pakistan,Asia,1993,49177
United Kingdom,Europe,Thailand,Asia,1993,460710
United Kingdom,Europe,Malaysia,Asia,1993,286990
United Kingdom,Europe,Singapore,Asia,1993,226977
United Kingdom,Europe,Philippines,Asia,1993,108069
United Kingdom,Europe,Indonesia,Asia,1993,414051
United Kingdom,Europe,Australia,Oceania,1993,1685602
