Country1,Continent1,Country2,Continent2,Year,Value
United States,North America,United States,North America,2000,0
United States,North America,Canada,North America,2000,43945940
United States,North America,Mexico,North America,2000,19476089
United States,North America,Brazil,South America,2000,1248172
United States,North America,Argentina,South America,2000,3828586
United States,North America,United Kingdom,Europe,2000,6046910
United States,North America,Netherlands,Europe,2000,9636817
United States,North America,Belgium,Europe,2000,11167255
United States,North America,France,Europe,2000,6306248
United States,North America,Switzerland,Europe,2000,1081172
United States,North America,Spain,Europe,2000,2040532
United States,North America,Portugal,Europe,2000,1239757
United States,North America,Germany,Europe,2000,17753452
United States,North America,Poland,Europe,2000,126697
United States,North America,Austria,Europe,2000,352539
United States,North America,Hungary,Europe,2000,201610
United States,North America,Czech Republic,Europe,2000,513386
United States,North America,Slovakia,Europe,2000,105169
United States,North America,Italy,Europe,2000,8270550
United States,North America,Croatia,Europe,2000,7525
United States,North America,Serbia,Europe,2000,0
United States,North America,Bosnia,Europe,2000,0
United States,North America,Greece,Europe,2000,2714061
United States,North America,Bulgaria,Europe,2000,483389
United States,North America,Romania,Europe,2000,0
United States,North America,Russia,Asia,2000,69000
United States,North America,Ukraine,Europe,2000,0
United States,North America,Finland,Europe,2000,633506
United States,North America,Sweden,Europe,2000,2338882
United States,North America,Norway,Europe,2000,3553371
United States,North America,Denmark,Europe,2000,446516
United States,North America,South Africa,Africa,2000,521878
United States,North America,Turkey,Asia,2000,2653588
United States,North America,Iraq,Asia,2000,0
United States,North America,Lebanon,Asia,2000,909027
United States,North America,Israel,Asia,2000,12230043
United States,North America,Taiwan,Asia,2000,10859230
United States,North America,South Korea,Asia,2000,3731174
United States,North America,Japan,Asia,2000,4970607
United States,North America,India,Asia,2000,7278
United States,North America,Pakistan,Asia,2000,0
United States,North America,Thailand,Asia,2000,18750044
United States,North America,Singapore,Asia,2000,1542289
United States,North America,Philippines,Asia,2000,918760
United States,North America,Indonesia,Asia,2000,39582
United States,North America,Australia,Oceania,2000,24661231
United States,North America,Cyprus,Europe,2000,70667
United States,North America,China,Asia,2000,30042
United States,North America,Ivory Coast,Africa,2000,0
United States,North America,Iran,Asia,2000,0
Canada,North America,United States,North America,2000,24478438
Canada,North America,Canada,North America,2000,0
Canada,North America,Mexico,North America,2000,2312
Canada,North America,Brazil,South America,2000,0
Canada,North America,Argentina,South America,2000,97836
Canada,North America,United Kingdom,Europe,2000,570959
Canada,North America,Netherlands,Europe,2000,222662
Canada,North America,Belgium,Europe,2000,4836671
Canada,North America,France,Europe,2000,2833490
Canada,North America,Switzerland,Europe,2000,64974
Canada,North America,Spain,Europe,2000,18119
Canada,North America,Portugal,Europe,2000,6570
Canada,North America,Germany,Europe,2000,389313
Canada,North America,Poland,Europe,2000,7490
Canada,North America,Austria,Europe,2000,21046
Canada,North America,Hungary,Europe,2000,0
Canada,North America,Czech Republic,Europe,2000,84078
