Country1,Continent1,Country2,Continent2,Year,Value
United States,North America,United States,North America,2006,0
United States,North America,Canada,North America,2006,71735153
United States,North America,Mexico,North America,2006,6720410
United States,North America,Brazil,South America,2006,2283983
United States,North America,Argentina,South America,2006,1062854
United States,North America,United Kingdom,Europe,2006,13767162
United States,North America,Netherlands,Europe,2006,14296346
United States,North America,Belgium,Europe,2006,13063223
United States,North America,France,Europe,2006,5222888
United States,North America,Switzerland,Europe,2006,2751872
United States,North America,Spain,Europe,2006,11479438
United States,North America,Portugal,Europe,2006,151407
United States,North America,Germany,Europe,2006,14365235
United States,North America,Poland,Europe,2006,518479
United States,North America,Austria,Europe,2006,1042856
United States,North America,Hungary,Europe,2006,603775
United States,North America,Czech Republic,Europe,2006,1405353
United States,North America,Slovakia,Europe,2006,137756
United States,North America,Italy,Europe,2006,7379432
United States,North America,Croatia,Europe,2006,166258
United States,North America,Serbia,Europe,2006,17358
United States,North America,Bosnia,Europe,2006,43999
United States,North America,Greece,Europe,2006,1297056
United States,North America,Bulgaria,Europe,2006,234857
United States,North America,Romania,Europe,2006,163441
United States,North America,Russia,Asia,2006,609859
United States,North America,Ukraine,Europe,2006,594914
United States,North America,Finland,Europe,2006,2622505
United States,North America,Sweden,Europe,2006,1780143
United States,North America,Norway,Europe,2006,2687432
United States,North America,Denmark,Europe,2006,4248459
United States,North America,South Africa,Africa,2006,1512043
United States,North America,Turkey,Asia,2006,1674476
United States,North America,Iraq,Asia,2006,743294
United States,North America,Lebanon,Asia,2006,568930
United States,North America,Israel,Asia,2006,28984766
United States,North America,Taiwan,Asia,2006,10646671
United States,North America,South Korea,Asia,2006,2865733
United States,North America,Japan,Asia,2006,8532029
United States,North America,India,Asia,2006,92402
United States,North America,Pakistan,Asia,2006,481048
United States,North America,Thailand,Asia,2006,7347303
United States,North America,Singapore,Asia,2006,2614199
United States,North America,Philippines,Asia,2006,3031862
United States,North America,Indonesia,Asia,2006,133257
United States,North America,Australia,Oceania,2006,46656567
United States,North America,Cyprus,Europe,2006,58104
United States,North America,China,Asia,2006,206685
United States,North America,Ivory Coast,Africa,2006,0
United States,North America,Iran,Asia,2006,0
Canada,North America,United States,North America,2006,53399987
Canada,North America,Canada,North America,2006,364437
Canada,North America,Mexico,North America,2006,51062
Canada,North America,Brazil,South America,2006,11925
Canada,North America,Argentina,South America,2006,3338
Canada,North America,United Kingdom,Europe,2006,3999877
Canada,North America,Netherlands,Europe,2006,3288542
Canada,North America,Belgium,Europe,2006,54448
Canada,North America,France,Europe,2006,11550941
Canada,North America,Switzerland,Europe,2006,204001
Canada,North America,Spain,Europe,2006,86198
Canada,North America,Portugal,Europe,2006,4668
Canada,North America,Germany,Europe,2006,460348
Canada,North America,Poland,Europe,2006,113789
Canada,North America,Austria,Europe,2006,19271
Canada,North America,Hungary,Europe,2006,39819
Canada,North America,Czech Republic,Europe,2006,113565
Canada,North America,Slovakia,Europe,2006,23514
Canada,North America,Italy,Europe,2006,428787
Canada,North America,Croatia,Europe,2006,13160
Canada,North America,Serbia,Europe,2006,1948
Canada,North America,Bosnia,Europe,2006,2199
Canada,North America,Greece,Europe,2006,5534
Canada,North America,Bulgaria,Europe,2006,104302
Canada,North America,Romania,Europe,2006,60318
Canada,North America,Russia,Asia,2006,59256
Canada,North America,Ukraine,Europe,2006,10422
Canada,North America,Finland,Europe,2006,151141
Canada,North America,Sweden,Europe,2006,212279
Canada,North America,Norway,Europe,2006,269803
Canada,North America,Denmark,Europe,2006,603483
Canada,North America,South Africa,Africa,2006,0
Canada,North America,Turkey,Asia,2006,11823
Canada,North America,Iraq,Asia,2006,0
Canada,North America,Lebanon,Asia,2006,0
Canada,North America,Israel,Asia,2006,172918
Canada,North America,Taiwan,Asia,2006,48129
Canada,North America,South Korea,Asia,2006,59632
Canada,North America,Japan,Asia,2006,394804
Canada,North America,India,Asia,2006,29717
Canada,North America,Pakistan,Asia,2006,1551899
Canada,North America,Thailand,Asia,2006,0
Canada,North America,Singapore,Asia,2006,389779
Canada,North America,Philippines,Asia,2006,51147
Canada,North America,Indonesia,Asia,2006,0
Canada,North America,Australia,Oceania,2006,514906
Canada,North America,Cyprus,Europe,2006,239
Canada,North America,China,Asia,2006,25590
Canada,North America,Ivory Coast,Africa,2006,0
